Year,Race,Session,Team,Driver,Driver Number,Compound,Tyre Life,Lap Number,Lap Times,Sector 1 Times,Sector 2 Times,Sector 3 Times
2023,Bahrain,FP1,Red Bull Racing,VER,1,MEDIUM,2.0,2,0 days 00:01:35.429000,0 days 00:00:30.535000,0 days 00:00:41.153000,0 days 00:00:23.741000
2023,Bahrain,FP1,Red Bull Racing,VER,1,SOFT,2.0,7,0 days 00:01:33.375000,0 days 00:00:29.507000,0 days 00:00:40.148000,0 days 00:00:23.720000
2023,Bahrain,FP1,Red Bull Racing,VER,1,SOFT,5.0,10,0 days 00:01:37.900000,0 days 00:00:31.366000,0 days 00:00:42.527000,0 days 00:00:24.007000
2023,Bahrain,FP1,Red Bull Racing,VER,1,SOFT,6.0,11,0 days 00:01:37.980000,0 days 00:00:31.313000,0 days 00:00:42.513000,0 days 00:00:24.154000
2023,Bahrain,FP1,Red Bull Racing,VER,1,SOFT,7.0,12,0 days 00:01:38.171000,0 days 00:00:31.434000,0 days 00:00:42.580000,0 days 00:00:24.157000
2023,Bahrain,FP1,Red Bull Racing,VER,1,SOFT,8.0,13,0 days 00:01:38.574000,0 days 00:00:31.354000,0 days 00:00:42.644000,0 days 00:00:24.576000
2023,Bahrain,FP1,Red Bull Racing,VER,1,SOFT,9.0,14,0 days 00:01:38.474000,0 days 00:00:31.448000,0 days 00:00:42.760000,0 days 00:00:24.266000
2023,Bahrain,FP1,Red Bull Racing,VER,1,SOFT,10.0,15,0 days 00:01:38.338000,0 days 00:00:31.333000,0 days 00:00:42.724000,0 days 00:00:24.281000
2023,Bahrain,FP1,Red Bull Racing,VER,1,SOFT,11.0,16,0 days 00:01:38.842000,0 days 00:00:31.425000,0 days 00:00:42.780000,0 days 00:00:24.637000
2023,Bahrain,FP1,Red Bull Racing,VER,1,SOFT,12.0,17,0 days 00:01:38.561000,0 days 00:00:31.360000,0 days 00:00:42.800000,0 days 00:00:24.401000
2023,Bahrain,FP1,Red Bull Racing,VER,1,SOFT,13.0,18,0 days 00:01:38.623000,0 days 00:00:31.487000,0 days 00:00:42.703000,0 days 00:00:24.433000
2023,Bahrain,FP1,Red Bull Racing,VER,1,SOFT,14.0,19,0 days 00:01:39.250000,0 days 00:00:31.574000,0 days 00:00:43.135000,0 days 00:00:24.541000
2023,Bahrain,FP1,Mercedes,RUS,63,MEDIUM,2.0,2,0 days 00:01:36.083000,0 days 00:00:30.312000,0 days 00:00:41.789000,0 days 00:00:23.982000
2023,Bahrain,FP1,Mercedes,RUS,63,MEDIUM,3.0,3,0 days 00:02:19.683000,0 days 00:00:43.582000,0 days 00:01:03.804000,0 days 00:00:32.297000
2023,Bahrain,FP1,Mercedes,RUS,63,MEDIUM,4.0,4,0 days 00:01:35.999000,0 days 00:00:30.557000,0 days 00:00:41.618000,0 days 00:00:23.824000
2023,Bahrain,FP1,Mercedes,RUS,63,MEDIUM,5.0,5,0 days 00:01:41.911000,0 days 00:00:35.288000,0 days 00:00:42.666000,0 days 00:00:23.957000
2023,Bahrain,FP1,Mercedes,RUS,63,MEDIUM,6.0,6,0 days 00:01:37.724000,0 days 00:00:31.083000,0 days 00:00:42.563000,0 days 00:00:24.078000
2023,Bahrain,FP1,Mercedes,RUS,63,MEDIUM,7.0,7,0 days 00:01:37.773000,0 days 00:00:31.101000,0 days 00:00:42.589000,0 days 00:00:24.083000
2023,Bahrain,FP1,Mercedes,RUS,63,MEDIUM,8.0,8,0 days 00:01:40.185000,0 days 00:00:31.244000,0 days 00:00:42.551000,0 days 00:00:26.390000
2023,Bahrain,FP1,Mercedes,RUS,63,MEDIUM,2.0,11,0 days 00:01:35.050000,0 days 00:00:30.337000,0 days 00:00:40.957000,0 days 00:00:23.756000
2023,Bahrain,FP1,Mercedes,RUS,63,MEDIUM,5.0,14,0 days 00:01:34.966000,0 days 00:00:30.084000,0 days 00:00:41.221000,0 days 00:00:23.661000
2023,Bahrain,FP1,Mercedes,RUS,63,MEDIUM,6.0,15,0 days 00:02:10.149000,0 days 00:00:39.461000,0 days 00:01:00.696000,0 days 00:00:29.992000
2023,Bahrain,FP1,Mercedes,RUS,63,MEDIUM,7.0,16,0 days 00:01:35.412000,0 days 00:00:30.257000,0 days 00:00:41.342000,0 days 00:00:23.813000
2023,Bahrain,FP1,Mercedes,RUS,63,MEDIUM,8.0,17,0 days 00:01:36.987000,0 days 00:00:30.877000,0 days 00:00:42.246000,0 days 00:00:23.864000
2023,Bahrain,FP1,Mercedes,RUS,63,MEDIUM,9.0,18,0 days 00:01:37.517000,0 days 00:00:31.100000,0 days 00:00:42.364000,0 days 00:00:24.053000
2023,Bahrain,FP1,Mercedes,RUS,63,MEDIUM,10.0,19,0 days 00:02:20.854000,0 days 00:00:42.416000,0 days 00:00:59.532000,0 days 00:00:38.906000
2023,Bahrain,FP1,Ferrari,SAI,55,MEDIUM,2.0,2,0 days 00:01:37.280000,0 days 00:00:31.237000,0 days 00:00:41.842000,0 days 00:00:24.201000
2023,Bahrain,FP1,Ferrari,SAI,55,MEDIUM,4.0,4,0 days 00:02:11.476000,0 days 00:00:36.310000,0 days 00:01:02.361000,0 days 00:00:32.805000
2023,Bahrain,FP1,Ferrari,SAI,55,MEDIUM,5.0,5,0 days 00:01:36.182000,0 days 00:00:30.648000,0 days 00:00:41.552000,0 days 00:00:23.982000
2023,Bahrain,FP1,Ferrari,SAI,55,MEDIUM,8.0,8,0 days 00:01:36.072000,0 days 00:00:30.556000,0 days 00:00:41.491000,0 days 00:00:24.025000
2023,Bahrain,FP1,Ferrari,SAI,55,MEDIUM,11.0,13,0 days 00:01:40.027000,0 days 00:00:31.814000,0 days 00:00:43.569000,0 days 00:00:24.644000
2023,Bahrain,FP1,Ferrari,SAI,55,MEDIUM,12.0,14,0 days 00:01:40.146000,0 days 00:00:31.942000,0 days 00:00:43.592000,0 days 00:00:24.612000
2023,Bahrain,FP1,Ferrari,SAI,55,MEDIUM,13.0,15,0 days 00:01:40.092000,0 days 00:00:31.939000,0 days 00:00:43.609000,0 days 00:00:24.544000
2023,Bahrain,FP1,Ferrari,SAI,55,MEDIUM,14.0,16,0 days 00:01:40.294000,0 days 00:00:31.950000,0 days 00:00:43.565000,0 days 00:00:24.779000
2023,Bahrain,FP1,Ferrari,SAI,55,MEDIUM,15.0,17,0 days 00:01:40.486000,0 days 00:00:32.233000,0 days 00:00:43.534000,0 days 00:00:24.719000
2023,Bahrain,FP1,Ferrari,SAI,55,MEDIUM,16.0,18,0 days 00:01:40.358000,0 days 00:00:31.999000,0 days 00:00:43.643000,0 days 00:00:24.716000
2023,Bahrain,FP1,Ferrari,SAI,55,MEDIUM,17.0,19,0 days 00:01:40.583000,0 days 00:00:32.100000,0 days 00:00:43.677000,0 days 00:00:24.806000
2023,Bahrain,FP1,Ferrari,SAI,55,MEDIUM,18.0,20,0 days 00:02:13.734000,0 days 00:00:44.648000,0 days 00:00:52.397000,0 days 00:00:36.689000
2023,Bahrain,FP1,Mercedes,HAM,44,UNKNOWN,2.0,2,0 days 00:01:35.462000,0 days 00:00:30.556000,0 days 00:00:41.130000,0 days 00:00:23.776000
2023,Bahrain,FP1,Mercedes,HAM,44,MEDIUM,5.0,5,0 days 00:01:35.164000,0 days 00:00:30.374000,0 days 00:00:41.006000,0 days 00:00:23.784000
2023,Bahrain,FP1,Mercedes,HAM,44,MEDIUM,8.0,8,0 days 00:01:35.014000,0 days 00:00:30.260000,0 days 00:00:40.996000,0 days 00:00:23.758000
2023,Bahrain,FP1,Mercedes,HAM,44,MEDIUM,2.0,11,0 days 00:01:54.903000,0 days 00:00:29.999000,0 days 00:00:57.948000,0 days 00:00:26.956000
2023,Bahrain,FP1,Mercedes,HAM,44,MEDIUM,3.0,12,0 days 00:01:34.917000,0 days 00:00:30.135000,0 days 00:00:41.043000,0 days 00:00:23.739000
2023,Bahrain,FP1,Alpine,OCO,31,MEDIUM,3.0,3,0 days 00:01:36.057000,0 days 00:00:30.437000,0 days 00:00:41.513000,0 days 00:00:24.107000
2023,Bahrain,FP1,Alpine,OCO,31,MEDIUM,4.0,4,0 days 00:02:17.748000,0 days 00:00:48.420000,0 days 00:01:00.982000,0 days 00:00:28.346000
2023,Bahrain,FP1,Alpine,OCO,31,MEDIUM,5.0,5,0 days 00:01:36.212000,0 days 00:00:30.420000,0 days 00:00:41.762000,0 days 00:00:24.030000
2023,Bahrain,FP1,Alpine,OCO,31,MEDIUM,7.0,7,0 days 00:01:36.151000,0 days 00:00:30.451000,0 days 00:00:41.767000,0 days 00:00:23.933000
2023,Bahrain,FP1,Alpine,OCO,31,MEDIUM,8.0,8,0 days 00:02:26.586000,0 days 00:00:41.990000,0 days 00:01:11.061000,0 days 00:00:33.535000
2023,Bahrain,FP1,Alpine,OCO,31,MEDIUM,9.0,9,0 days 00:01:36.180000,0 days 00:00:30.461000,0 days 00:00:41.749000,0 days 00:00:23.970000
2023,Bahrain,FP1,Alpine,OCO,31,MEDIUM,2.0,12,0 days 00:01:35.105000,0 days 00:00:30.214000,0 days 00:00:41.179000,0 days 00:00:23.712000
2023,Bahrain,FP1,Alpine,OCO,31,MEDIUM,3.0,13,0 days 00:02:24.832000,0 days 00:00:44.350000,0 days 00:01:05.204000,0 days 00:00:35.278000
2023,Bahrain,FP1,Alpine,OCO,31,MEDIUM,4.0,14,0 days 00:01:56.437000,0 days 00:00:30.308000,0 days 00:00:46.956000,0 days 00:00:39.173000
2023,Bahrain,FP1,Alpine,OCO,31,MEDIUM,5.0,15,0 days 00:02:19.600000,0 days 00:00:46.574000,0 days 00:01:03.536000,0 days 00:00:29.490000
2023,Bahrain,FP1,Alpine,OCO,31,MEDIUM,6.0,16,0 days 00:01:35.739000,0 days 00:00:30.302000,0 days 00:00:41.486000,0 days 00:00:23.951000
2023,Bahrain,FP1,Alpine,OCO,31,MEDIUM,7.0,17,0 days 00:01:46.444000,0 days 00:00:38.207000,0 days 00:00:44.233000,0 days 00:00:24.004000
2023,Bahrain,FP1,Alpine,OCO,31,MEDIUM,8.0,18,0 days 00:01:37.522000,0 days 00:00:31.098000,0 days 00:00:42.289000,0 days 00:00:24.135000
2023,Bahrain,FP1,Alpine,OCO,31,MEDIUM,9.0,19,0 days 00:02:14.155000,0 days 00:00:37.711000,0 days 00:00:55.795000,0 days 00:00:40.649000
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,3.0,3,0 days 00:01:35.865000,0 days 00:00:30.589000,0 days 00:00:41.300000,0 days 00:00:23.976000
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,4.0,4,0 days 00:01:38.746000,0 days 00:00:31.654000,0 days 00:00:42.777000,0 days 00:00:24.315000
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,5.0,5,0 days 00:01:38.478000,0 days 00:00:31.531000,0 days 00:00:42.648000,0 days 00:00:24.299000
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,6.0,6,0 days 00:01:38.566000,0 days 00:00:31.612000,0 days 00:00:42.586000,0 days 00:00:24.368000
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,7.0,7,0 days 00:01:38.579000,0 days 00:00:31.520000,0 days 00:00:42.682000,0 days 00:00:24.377000
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,8.0,8,0 days 00:01:38.789000,0 days 00:00:31.661000,0 days 00:00:42.709000,0 days 00:00:24.419000
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,9.0,9,0 days 00:01:39.447000,0 days 00:00:31.645000,0 days 00:00:43.346000,0 days 00:00:24.456000
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,10.0,10,0 days 00:01:39.128000,0 days 00:00:31.666000,0 days 00:00:42.780000,0 days 00:00:24.682000
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,2.0,13,0 days 00:01:35.043000,0 days 00:00:30.047000,0 days 00:00:41.203000,0 days 00:00:23.793000
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,3.0,14,0 days 00:01:37.950000,0 days 00:00:31.404000,0 days 00:00:42.225000,0 days 00:00:24.321000
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,4.0,15,0 days 00:01:38.138000,0 days 00:00:31.473000,0 days 00:00:42.418000,0 days 00:00:24.247000
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,5.0,16,0 days 00:01:38.013000,0 days 00:00:31.236000,0 days 00:00:42.494000,0 days 00:00:24.283000
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,6.0,17,0 days 00:01:38.210000,0 days 00:00:31.285000,0 days 00:00:42.423000,0 days 00:00:24.502000
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,7.0,18,0 days 00:01:38.679000,0 days 00:00:31.506000,0 days 00:00:42.676000,0 days 00:00:24.497000
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,8.0,19,0 days 00:01:38.713000,0 days 00:00:31.427000,0 days 00:00:42.768000,0 days 00:00:24.518000
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,9.0,20,0 days 00:01:39.141000,0 days 00:00:31.555000,0 days 00:00:43.014000,0 days 00:00:24.572000
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,10.0,21,0 days 00:01:59.891000,0 days 00:00:34.566000,0 days 00:00:46.318000,0 days 00:00:39.007000
2023,Bahrain,FP1,Alfa Romeo,ZHO,24,MEDIUM,4.0,4,0 days 00:01:36.889000,0 days 00:00:30.835000,0 days 00:00:42.038000,0 days 00:00:24.016000
2023,Bahrain,FP1,Alfa Romeo,ZHO,24,MEDIUM,5.0,5,0 days 00:02:05.191000,0 days 00:00:40.177000,0 days 00:00:57.212000,0 days 00:00:27.802000
2023,Bahrain,FP1,Alfa Romeo,ZHO,24,MEDIUM,6.0,6,0 days 00:01:38.845000,0 days 00:00:32.074000,0 days 00:00:42.561000,0 days 00:00:24.210000
2023,Bahrain,FP1,Alfa Romeo,ZHO,24,MEDIUM,7.0,7,0 days 00:01:38.865000,0 days 00:00:31.918000,0 days 00:00:42.566000,0 days 00:00:24.381000
2023,Bahrain,FP1,Alfa Romeo,ZHO,24,MEDIUM,8.0,8,0 days 00:01:39.049000,0 days 00:00:31.765000,0 days 00:00:42.752000,0 days 00:00:24.532000
2023,Bahrain,FP1,Alfa Romeo,ZHO,24,SOFT,2.0,12,0 days 00:01:34.575000,0 days 00:00:30.020000,0 days 00:00:40.961000,0 days 00:00:23.594000
2023,Bahrain,FP1,Alfa Romeo,ZHO,24,SOFT,6.0,16,0 days 00:01:34.701000,0 days 00:00:30.183000,0 days 00:00:40.798000,0 days 00:00:23.720000
2023,Bahrain,FP1,Alfa Romeo,ZHO,24,SOFT,7.0,17,0 days 00:02:09.742000,0 days 00:00:40.143000,0 days 00:00:53.212000,0 days 00:00:36.387000
2023,Bahrain,FP1,Williams,ALB,23,MEDIUM,3.0,3,0 days 00:01:36.216000,0 days 00:00:30.470000,0 days 00:00:41.812000,0 days 00:00:23.934000
2023,Bahrain,FP1,Williams,ALB,23,MEDIUM,4.0,4,0 days 00:02:17.050000,0 days 00:00:42.034000,0 days 00:01:03.859000,0 days 00:00:31.157000
2023,Bahrain,FP1,Williams,ALB,23,MEDIUM,5.0,5,0 days 00:01:37.024000,0 days 00:00:31.111000,0 days 00:00:41.787000,0 days 00:00:24.126000
2023,Bahrain,FP1,Williams,ALB,23,MEDIUM,8.0,8,0 days 00:01:36.859000,0 days 00:00:30.984000,0 days 00:00:41.838000,0 days 00:00:24.037000
2023,Bahrain,FP1,Williams,ALB,23,MEDIUM,2.0,11,0 days 00:01:36.018000,0 days 00:00:30.409000,0 days 00:00:41.571000,0 days 00:00:24.038000
2023,Bahrain,FP1,Williams,ALB,23,MEDIUM,4.0,13,0 days 00:01:37.744000,0 days 00:00:30.341000,0 days 00:00:41.753000,0 days 00:00:25.650000
2023,Bahrain,FP1,Williams,ALB,23,MEDIUM,5.0,14,0 days 00:02:15.731000,0 days 00:00:37.663000,0 days 00:00:54.082000,0 days 00:00:43.986000
2023,Bahrain,FP1,AlphaTauri,TSU,22,MEDIUM,2.0,2,0 days 00:01:37.615000,0 days 00:00:30.908000,0 days 00:00:42.496000,0 days 00:00:24.211000
2023,Bahrain,FP1,AlphaTauri,TSU,22,MEDIUM,3.0,3,0 days 00:02:16.707000,0 days 00:00:41.577000,0 days 00:01:00.793000,0 days 00:00:34.337000
2023,Bahrain,FP1,AlphaTauri,TSU,22,MEDIUM,4.0,4,0 days 00:01:37.485000,0 days 00:00:30.928000,0 days 00:00:42.106000,0 days 00:00:24.451000
2023,Bahrain,FP1,AlphaTauri,TSU,22,MEDIUM,5.0,5,0 days 00:02:24.369000,0 days 00:00:45.528000,0 days 00:01:05.500000,0 days 00:00:33.341000
2023,Bahrain,FP1,AlphaTauri,TSU,22,MEDIUM,6.0,6,0 days 00:02:14.959000,0 days 00:00:47.429000,0 days 00:00:59.024000,0 days 00:00:28.506000
2023,Bahrain,FP1,AlphaTauri,TSU,22,MEDIUM,7.0,7,0 days 00:01:36.985000,0 days 00:00:30.690000,0 days 00:00:42.079000,0 days 00:00:24.216000
2023,Bahrain,FP1,AlphaTauri,TSU,22,MEDIUM,8.0,8,0 days 00:02:20.477000,0 days 00:00:42.476000,0 days 00:01:04.106000,0 days 00:00:33.895000
2023,Bahrain,FP1,AlphaTauri,TSU,22,MEDIUM,9.0,9,0 days 00:02:15.513000,0 days 00:00:43.195000,0 days 00:01:01.309000,0 days 00:00:31.009000
2023,Bahrain,FP1,AlphaTauri,TSU,22,MEDIUM,10.0,10,0 days 00:01:36.763000,0 days 00:00:30.672000,0 days 00:00:41.828000,0 days 00:00:24.263000
2023,Bahrain,FP1,AlphaTauri,TSU,22,SOFT,2.0,13,0 days 00:01:35.015000,0 days 00:00:30.075000,0 days 00:00:41.132000,0 days 00:00:23.808000
2023,Bahrain,FP1,AlphaTauri,TSU,22,SOFT,4.0,15,0 days 00:02:19.680000,0 days 00:00:47.374000,0 days 00:01:03.167000,0 days 00:00:29.139000
2023,Bahrain,FP1,AlphaTauri,TSU,22,SOFT,5.0,16,0 days 00:01:35.305000,0 days 00:00:30.280000,0 days 00:00:41.082000,0 days 00:00:23.943000
2023,Bahrain,FP1,AlphaTauri,TSU,22,MEDIUM,13.0,19,0 days 00:02:15.056000,0 days 00:00:38.967000,0 days 00:00:56.831000,0 days 00:00:39.258000
2023,Bahrain,FP1,AlphaTauri,DEV,21,MEDIUM,2.0,2,0 days 00:01:37.839000,0 days 00:00:30.995000,0 days 00:00:42.307000,0 days 00:00:24.537000
2023,Bahrain,FP1,AlphaTauri,DEV,21,MEDIUM,3.0,3,0 days 00:02:23.967000,0 days 00:00:42.313000,0 days 00:01:05.276000,0 days 00:00:36.378000
2023,Bahrain,FP1,AlphaTauri,DEV,21,MEDIUM,4.0,4,0 days 00:01:57.759000,0 days 00:00:31.005000,0 days 00:00:54.473000,0 days 00:00:32.281000
2023,Bahrain,FP1,AlphaTauri,DEV,21,MEDIUM,5.0,5,0 days 00:02:23.426000,0 days 00:00:42.313000,0 days 00:01:03.339000,0 days 00:00:37.774000
2023,Bahrain,FP1,AlphaTauri,DEV,21,MEDIUM,6.0,6,0 days 00:01:37.493000,0 days 00:00:30.998000,0 days 00:00:42.263000,0 days 00:00:24.232000
2023,Bahrain,FP1,AlphaTauri,DEV,21,MEDIUM,9.0,9,0 days 00:01:59.136000,0 days 00:00:30.745000,0 days 00:00:58.244000,0 days 00:00:30.147000
2023,Bahrain,FP1,AlphaTauri,DEV,21,MEDIUM,10.0,10,0 days 00:01:39.023000,0 days 00:00:30.861000,0 days 00:00:42.282000,0 days 00:00:25.880000
2023,Bahrain,FP1,AlphaTauri,DEV,21,SOFT,2.0,13,0 days 00:01:35.402000,0 days 00:00:30.314000,0 days 00:00:41.419000,0 days 00:00:23.669000
2023,Bahrain,FP1,AlphaTauri,DEV,21,SOFT,3.0,14,0 days 00:02:18.107000,0 days 00:00:43.749000,0 days 00:01:02.227000,0 days 00:00:32.131000
2023,Bahrain,FP1,AlphaTauri,DEV,21,SOFT,4.0,15,0 days 00:02:02.827000,0 days 00:00:42.085000,0 days 00:00:54.244000,0 days 00:00:26.498000
2023,Bahrain,FP1,AlphaTauri,DEV,21,SOFT,5.0,16,0 days 00:01:36.048000,0 days 00:00:30.365000,0 days 00:00:41.674000,0 days 00:00:24.009000
2023,Bahrain,FP1,AlphaTauri,DEV,21,MEDIUM,13.0,20,0 days 00:01:40.303000,0 days 00:00:31.919000,0 days 00:00:43.551000,0 days 00:00:24.833000
2023,Bahrain,FP1,AlphaTauri,DEV,21,MEDIUM,14.0,21,0 days 00:01:40.309000,0 days 00:00:31.887000,0 days 00:00:43.666000,0 days 00:00:24.756000
2023,Bahrain,FP1,AlphaTauri,DEV,21,MEDIUM,15.0,22,0 days 00:01:41.732000,0 days 00:00:32.482000,0 days 00:00:44.310000,0 days 00:00:24.940000
2023,Bahrain,FP1,AlphaTauri,DEV,21,MEDIUM,16.0,23,0 days 00:01:41.007000,0 days 00:00:32.057000,0 days 00:00:43.826000,0 days 00:00:25.124000
2023,Bahrain,FP1,AlphaTauri,DEV,21,MEDIUM,17.0,24,0 days 00:02:08.315000,0 days 00:00:33.799000,0 days 00:00:51.366000,0 days 00:00:43.150000
2023,Bahrain,FP1,Haas F1 Team,MAG,20,SOFT,3.0,3,0 days 00:01:35.420000,0 days 00:00:30.309000,0 days 00:00:41.274000,0 days 00:00:23.837000
2023,Bahrain,FP1,Haas F1 Team,MAG,20,SOFT,4.0,4,0 days 00:01:38.566000,0 days 00:00:31.209000,0 days 00:00:43.013000,0 days 00:00:24.344000
2023,Bahrain,FP1,Haas F1 Team,MAG,20,SOFT,5.0,5,0 days 00:01:38.735000,0 days 00:00:31.373000,0 days 00:00:43.027000,0 days 00:00:24.335000
2023,Bahrain,FP1,Haas F1 Team,MAG,20,SOFT,6.0,6,0 days 00:01:38.522000,0 days 00:00:31.551000,0 days 00:00:42.824000,0 days 00:00:24.147000
2023,Bahrain,FP1,Haas F1 Team,MAG,20,SOFT,7.0,7,0 days 00:01:38.979000,0 days 00:00:31.640000,0 days 00:00:42.953000,0 days 00:00:24.386000
2023,Bahrain,FP1,Haas F1 Team,MAG,20,SOFT,8.0,8,0 days 00:01:38.528000,0 days 00:00:31.503000,0 days 00:00:42.574000,0 days 00:00:24.451000
2023,Bahrain,FP1,Haas F1 Team,MAG,20,SOFT,2.0,11,0 days 00:01:34.402000,0 days 00:00:30.013000,0 days 00:00:40.746000,0 days 00:00:23.643000
2023,Bahrain,FP1,Haas F1 Team,MAG,20,SOFT,3.0,12,0 days 00:01:37.574000,0 days 00:00:31.138000,0 days 00:00:42.294000,0 days 00:00:24.142000
2023,Bahrain,FP1,Haas F1 Team,MAG,20,SOFT,4.0,13,0 days 00:01:38.256000,0 days 00:00:31.442000,0 days 00:00:42.464000,0 days 00:00:24.350000
2023,Bahrain,FP1,Haas F1 Team,MAG,20,SOFT,5.0,14,0 days 00:01:37.869000,0 days 00:00:31.347000,0 days 00:00:42.417000,0 days 00:00:24.105000
2023,Bahrain,FP1,Haas F1 Team,MAG,20,SOFT,6.0,15,0 days 00:01:38.371000,0 days 00:00:31.377000,0 days 00:00:42.709000,0 days 00:00:24.285000
2023,Bahrain,FP1,Haas F1 Team,MAG,20,SOFT,7.0,16,0 days 00:01:39.033000,0 days 00:00:31.495000,0 days 00:00:42.866000,0 days 00:00:24.672000
2023,Bahrain,FP1,Haas F1 Team,MAG,20,SOFT,8.0,17,0 days 00:01:39.062000,0 days 00:00:31.549000,0 days 00:00:42.968000,0 days 00:00:24.545000
2023,Bahrain,FP1,Haas F1 Team,MAG,20,SOFT,9.0,18,0 days 00:01:39.398000,0 days 00:00:31.734000,0 days 00:00:43.015000,0 days 00:00:24.649000
2023,Bahrain,FP1,Haas F1 Team,MAG,20,SOFT,10.0,19,0 days 00:02:08.497000,0 days 00:00:37.390000,0 days 00:00:54.106000,0 days 00:00:37.001000
2023,Bahrain,FP1,Aston Martin,STR,18,MEDIUM,4.0,4,0 days 00:01:37.519000,0 days 00:00:31.049000,0 days 00:00:42.023000,0 days 00:00:24.447000
2023,Bahrain,FP1,Aston Martin,STR,18,MEDIUM,5.0,5,0 days 00:02:08.043000,0 days 00:00:41.614000,0 days 00:00:58.349000,0 days 00:00:28.080000
2023,Bahrain,FP1,Aston Martin,STR,18,MEDIUM,6.0,6,0 days 00:01:36.174000,0 days 00:00:30.384000,0 days 00:00:41.938000,0 days 00:00:23.852000
2023,Bahrain,FP1,Aston Martin,STR,18,MEDIUM,7.0,7,0 days 00:02:25.942000,0 days 00:00:49.082000,0 days 00:01:07.948000,0 days 00:00:28.912000
2023,Bahrain,FP1,Aston Martin,STR,18,MEDIUM,8.0,8,0 days 00:01:49.441000,0 days 00:00:34.892000,0 days 00:00:48.218000,0 days 00:00:26.331000
2023,Bahrain,FP1,Aston Martin,STR,18,MEDIUM,9.0,9,0 days 00:01:35.589000,0 days 00:00:30.458000,0 days 00:00:41.386000,0 days 00:00:23.745000
2023,Bahrain,FP1,Aston Martin,STR,18,SOFT,2.0,12,0 days 00:01:34.298000,0 days 00:00:29.940000,0 days 00:00:40.805000,0 days 00:00:23.553000
2023,Bahrain,FP1,Aston Martin,STR,18,SOFT,5.0,15,0 days 00:01:34.426000,0 days 00:00:29.995000,0 days 00:00:40.742000,0 days 00:00:23.689000
2023,Bahrain,FP1,Aston Martin,STR,18,SOFT,6.0,16,0 days 00:02:24.549000,0 days 00:00:43.183000,0 days 00:00:57.632000,0 days 00:00:43.734000
2023,Bahrain,FP1,Ferrari,LEC,16,MEDIUM,2.0,2,0 days 00:01:37.694000,0 days 00:00:31.382000,0 days 00:00:42.090000,0 days 00:00:24.222000
2023,Bahrain,FP1,Ferrari,LEC,16,MEDIUM,4.0,4,0 days 00:01:36.335000,0 days 00:00:30.883000,0 days 00:00:41.351000,0 days 00:00:24.101000
2023,Bahrain,FP1,Ferrari,LEC,16,MEDIUM,7.0,7,0 days 00:01:35.991000,0 days 00:00:30.638000,0 days 00:00:41.406000,0 days 00:00:23.947000
2023,Bahrain,FP1,Ferrari,LEC,16,MEDIUM,2.0,10,0 days 00:01:34.257000,0 days 00:00:30.083000,0 days 00:00:40.519000,0 days 00:00:23.655000
2023,Bahrain,FP1,Ferrari,LEC,16,MEDIUM,7.0,15,0 days 00:01:39.070000,0 days 00:00:31.593000,0 days 00:00:42.964000,0 days 00:00:24.513000
2023,Bahrain,FP1,Ferrari,LEC,16,MEDIUM,8.0,16,0 days 00:01:54.756000,0 days 00:00:31.755000,0 days 00:00:43.116000,0 days 00:00:39.885000
2023,Bahrain,FP1,Aston Martin,ALO,14,MEDIUM,2.0,2,0 days 00:01:35.048000,0 days 00:00:30.462000,0 days 00:00:40.896000,0 days 00:00:23.690000
2023,Bahrain,FP1,Aston Martin,ALO,14,MEDIUM,3.0,3,0 days 00:02:10.847000,0 days 00:00:38.218000,0 days 00:01:01.227000,0 days 00:00:31.402000
2023,Bahrain,FP1,Aston Martin,ALO,14,MEDIUM,4.0,4,0 days 00:01:35.375000,0 days 00:00:30.239000,0 days 00:00:40.943000,0 days 00:00:24.193000
2023,Bahrain,FP1,Aston Martin,ALO,14,MEDIUM,5.0,5,0 days 00:02:20.868000,0 days 00:00:43.517000,0 days 00:01:02.149000,0 days 00:00:35.202000
2023,Bahrain,FP1,Aston Martin,ALO,14,MEDIUM,6.0,6,0 days 00:01:34.867000,0 days 00:00:30.309000,0 days 00:00:40.789000,0 days 00:00:23.769000
