Year,Race,Session,Team,Driver,Driver Number,Compound,Tyre Life,Lap Number,Lap Times,Sector 1 Times,Sector 2 Times,Sector 3 Times
2023,Bahrain,FP1,Red Bull Racing,VER,1,MEDIUM,2.0,2.0,01:35.429,00:30.535,00:41.153,00:23.741
2023,Bahrain,FP1,Red Bull Racing,VER,1,SOFT,2.0,7.0,01:33.375,00:29.507,00:40.148,00:23.720
2023,Bahrain,FP1,Red Bull Racing,VER,1,SOFT,5.0,10.0,01:37.900,00:31.366,00:42.527,00:24.007
2023,Bahrain,FP1,Red Bull Racing,VER,1,SOFT,6.0,11.0,01:37.980,00:31.313,00:42.513,00:24.154
2023,Bahrain,FP1,Red Bull Racing,VER,1,SOFT,7.0,12.0,01:38.171,00:31.434,00:42.580,00:24.157
2023,Bahrain,FP1,Red Bull Racing,VER,1,SOFT,8.0,13.0,01:38.574,00:31.354,00:42.644,00:24.576
2023,Bahrain,FP1,Red Bull Racing,VER,1,SOFT,9.0,14.0,01:38.474,00:31.448,00:42.760,00:24.266
2023,Bahrain,FP1,Red Bull Racing,VER,1,SOFT,10.0,15.0,01:38.338,00:31.333,00:42.724,00:24.281
2023,Bahrain,FP1,Red Bull Racing,VER,1,SOFT,11.0,16.0,01:38.842,00:31.425,00:42.780,00:24.637
2023,Bahrain,FP1,Red Bull Racing,VER,1,SOFT,12.0,17.0,01:38.561,00:31.360,00:42.800,00:24.401
2023,Bahrain,FP1,Red Bull Racing,VER,1,SOFT,13.0,18.0,01:38.623,00:31.487,00:42.703,00:24.433
2023,Bahrain,FP1,Red Bull Racing,VER,1,SOFT,14.0,19.0,01:39.250,00:31.574,00:43.135,00:24.541
2023,Bahrain,FP1,Mercedes,RUS,63,MEDIUM,2.0,2.0,01:36.083,00:30.312,00:41.789,00:23.982
2023,Bahrain,FP1,Mercedes,RUS,63,MEDIUM,3.0,3.0,02:19.683,00:43.582,01:3.804,00:32.297
2023,Bahrain,FP1,Mercedes,RUS,63,MEDIUM,4.0,4.0,01:35.999,00:30.557,00:41.618,00:23.824
2023,Bahrain,FP1,Mercedes,RUS,63,MEDIUM,5.0,5.0,01:41.911,00:35.288,00:42.666,00:23.957
2023,Bahrain,FP1,Mercedes,RUS,63,MEDIUM,6.0,6.0,01:37.724,00:31.083,00:42.563,00:24.078
2023,Bahrain,FP1,Mercedes,RUS,63,MEDIUM,7.0,7.0,01:37.773,00:31.101,00:42.589,00:24.083
2023,Bahrain,FP1,Mercedes,RUS,63,MEDIUM,8.0,8.0,01:40.185,00:31.244,00:42.551,00:26.390
2023,Bahrain,FP1,Mercedes,RUS,63,MEDIUM,2.0,11.0,01:35.050,00:30.337,00:40.957,00:23.756
2023,Bahrain,FP1,Mercedes,RUS,63,MEDIUM,5.0,14.0,01:34.966,00:30.084,00:41.221,00:23.661
2023,Bahrain,FP1,Mercedes,RUS,63,MEDIUM,6.0,15.0,02:10.149,00:39.461,01:0.696,00:29.992
2023,Bahrain,FP1,Mercedes,RUS,63,MEDIUM,7.0,16.0,01:35.412,00:30.257,00:41.342,00:23.813
2023,Bahrain,FP1,Mercedes,RUS,63,MEDIUM,8.0,17.0,01:36.987,00:30.877,00:42.246,00:23.864
2023,Bahrain,FP1,Mercedes,RUS,63,MEDIUM,9.0,18.0,01:37.517,00:31.100,00:42.364,00:24.053
2023,Bahrain,FP1,Mercedes,RUS,63,MEDIUM,10.0,19.0,02:20.854,00:42.416,00:59.532,00:38.906
2023,Bahrain,FP1,Ferrari,SAI,55,MEDIUM,2.0,2.0,01:37.280,00:31.237,00:41.842,00:24.201
2023,Bahrain,FP1,Ferrari,SAI,55,MEDIUM,4.0,4.0,02:11.476,00:36.310,01:2.361,00:32.805
2023,Bahrain,FP1,Ferrari,SAI,55,MEDIUM,5.0,5.0,01:36.182,00:30.648,00:41.552,00:23.982
2023,Bahrain,FP1,Ferrari,SAI,55,MEDIUM,8.0,8.0,01:36.072,00:30.556,00:41.491,00:24.025
2023,Bahrain,FP1,Ferrari,SAI,55,MEDIUM,11.0,13.0,01:40.027,00:31.814,00:43.569,00:24.644
2023,Bahrain,FP1,Ferrari,SAI,55,MEDIUM,12.0,14.0,01:40.146,00:31.942,00:43.592,00:24.612
2023,Bahrain,FP1,Ferrari,SAI,55,MEDIUM,13.0,15.0,01:40.092,00:31.939,00:43.609,00:24.544
2023,Bahrain,FP1,Ferrari,SAI,55,MEDIUM,14.0,16.0,01:40.294,00:31.950,00:43.565,00:24.779
2023,Bahrain,FP1,Ferrari,SAI,55,MEDIUM,15.0,17.0,01:40.486,00:32.233,00:43.534,00:24.719
2023,Bahrain,FP1,Ferrari,SAI,55,MEDIUM,16.0,18.0,01:40.358,00:31.999,00:43.643,00:24.716
2023,Bahrain,FP1,Ferrari,SAI,55,MEDIUM,17.0,19.0,01:40.583,00:32.100,00:43.677,00:24.806
2023,Bahrain,FP1,Ferrari,SAI,55,MEDIUM,18.0,20.0,02:13.734,00:44.648,00:52.397,00:36.689
2023,Bahrain,FP1,Mercedes,HAM,44,UNKNOWN,2.0,2.0,01:35.462,00:30.556,00:41.130,00:23.776
2023,Bahrain,FP1,Mercedes,HAM,44,MEDIUM,5.0,5.0,01:35.164,00:30.374,00:41.006,00:23.784
2023,Bahrain,FP1,Mercedes,HAM,44,MEDIUM,8.0,8.0,01:35.014,00:30.260,00:40.996,00:23.758
2023,Bahrain,FP1,Mercedes,HAM,44,MEDIUM,2.0,11.0,01:54.903,00:29.999,00:57.948,00:26.956
2023,Bahrain,FP1,Mercedes,HAM,44,MEDIUM,3.0,12.0,01:34.917,00:30.135,00:41.043,00:23.739
2023,Bahrain,FP1,Alpine,OCO,31,MEDIUM,3.0,3.0,01:36.057,00:30.437,00:41.513,00:24.107
2023,Bahrain,FP1,Alpine,OCO,31,MEDIUM,4.0,4.0,02:17.748,00:48.420,01:0.982,00:28.346
2023,Bahrain,FP1,Alpine,OCO,31,MEDIUM,5.0,5.0,01:36.212,00:30.420,00:41.762,00:24.030
2023,Bahrain,FP1,Alpine,OCO,31,MEDIUM,7.0,7.0,01:36.151,00:30.451,00:41.767,00:23.933
2023,Bahrain,FP1,Alpine,OCO,31,MEDIUM,8.0,8.0,02:26.586,00:41.990,01:11.061,00:33.535
2023,Bahrain,FP1,Alpine,OCO,31,MEDIUM,9.0,9.0,01:36.180,00:30.461,00:41.749,00:23.970
2023,Bahrain,FP1,Alpine,OCO,31,MEDIUM,2.0,12.0,01:35.105,00:30.214,00:41.179,00:23.712
2023,Bahrain,FP1,Alpine,OCO,31,MEDIUM,3.0,13.0,02:24.832,00:44.350,01:5.204,00:35.278
2023,Bahrain,FP1,Alpine,OCO,31,MEDIUM,4.0,14.0,01:56.437,00:30.308,00:46.956,00:39.173
2023,Bahrain,FP1,Alpine,OCO,31,MEDIUM,5.0,15.0,02:19.600,00:46.574,01:3.536,00:29.490
2023,Bahrain,FP1,Alpine,OCO,31,MEDIUM,6.0,16.0,01:35.739,00:30.302,00:41.486,00:23.951
2023,Bahrain,FP1,Alpine,OCO,31,MEDIUM,7.0,17.0,01:46.444,00:38.207,00:44.233,00:24.004
2023,Bahrain,FP1,Alpine,OCO,31,MEDIUM,8.0,18.0,01:37.522,00:31.098,00:42.289,00:24.135
2023,Bahrain,FP1,Alpine,OCO,31,MEDIUM,9.0,19.0,02:14.155,00:37.711,00:55.795,00:40.649
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,3.0,3.0,01:35.865,00:30.589,00:41.300,00:23.976
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,4.0,4.0,01:38.746,00:31.654,00:42.777,00:24.315
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,5.0,5.0,01:38.478,00:31.531,00:42.648,00:24.299
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,6.0,6.0,01:38.566,00:31.612,00:42.586,00:24.368
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,7.0,7.0,01:38.579,00:31.520,00:42.682,00:24.377
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,8.0,8.0,01:38.789,00:31.661,00:42.709,00:24.419
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,9.0,9.0,01:39.447,00:31.645,00:43.346,00:24.456
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,10.0,10.0,01:39.128,00:31.666,00:42.780,00:24.682
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,2.0,13.0,01:35.043,00:30.047,00:41.203,00:23.793
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,3.0,14.0,01:37.950,00:31.404,00:42.225,00:24.321
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,4.0,15.0,01:38.138,00:31.473,00:42.418,00:24.247
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,5.0,16.0,01:38.013,00:31.236,00:42.494,00:24.283
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,6.0,17.0,01:38.210,00:31.285,00:42.423,00:24.502
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,7.0,18.0,01:38.679,00:31.506,00:42.676,00:24.497
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,8.0,19.0,01:38.713,00:31.427,00:42.768,00:24.518
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,9.0,20.0,01:39.141,00:31.555,00:43.014,00:24.572
2023,Bahrain,FP1,Haas F1 Team,HUL,27,SOFT,10.0,21.0,01:59.891,00:34.566,00:46.318,00:39.007
2023,Bahrain,FP1,Alfa Romeo,ZHO,24,MEDIUM,4.0,4.0,01:36.889,00:30.835,00:42.038,00:24.016
2023,Bahrain,FP1,Alfa Romeo,ZHO,24,MEDIUM,5.0,5.0,02:5.191,00:40.177,00:57.212,00:27.802
2023,Bahrain,FP1,Alfa Romeo,ZHO,24,MEDIUM,6.0,6.0,01:38.845,00:32.074,00:42.561,00:24.210
2023,Bahrain,FP1,Alfa Romeo,ZHO,24,MEDIUM,7.0,7.0,01:38.865,00:31.918,00:42.566,00:24.381
2023,Bahrain,FP1,Alfa Romeo,ZHO,24,MEDIUM,8.0,8.0,01:39.049,00:31.765,00:42.752,00:24.532
2023,Bahrain,FP1,Alfa Romeo,ZHO,24,SOFT,2.0,12.0,01:34.575,00:30.020,00:40.961,00:23.594
2023,Bahrain,FP1,Alfa Romeo,ZHO,24,SOFT,6.0,16.0,01:34.701,00:30.183,00:40.798,00:23.720
2023,Bahrain,FP1,Alfa Romeo,ZHO,24,SOFT,7.0,17.0,02:9.742,00:40.143,00:53.212,00:36.387
2023,Bahrain,FP1,Williams,ALB,23,MEDIUM,3.0,3.0,01:36.216,00:30.470,00:41.812,00:23.934
2023,Bahrain,FP1,Williams,ALB,23,MEDIUM,4.0,4.0,02:17.050,00:42.034,01:3.859,00:31.157
2023,Bahrain,FP1,Williams,ALB,23,MEDIUM,5.0,5.0,01:37.024,00:31.111,00:41.787,00:24.126
2023,Bahrain,FP1,Williams,ALB,23,MEDIUM,8.0,8.0,01:36.859,00:30.984,00:41.838,00:24.037
2023,Bahrain,FP1,Williams,ALB,23,MEDIUM,2.0,11.0,01:36.018,00:30.409,00:41.571,00:24.038
2023,Bahrain,FP1,Williams,ALB,23,MEDIUM,4.0,13.0,01:37.744,00:30.341,00:41.753,00:25.650
2023,Bahrain,FP1,Williams,ALB,23,MEDIUM,5.0,14.0,02:15.731,00:37.663,00:54.082,00:43.986
2023,Bahrain,FP1,AlphaTauri,TSU,22,MEDIUM,2.0,2.0,01:37.615,00:30.908,00:42.496,00:24.211
2023,Bahrain,FP1,AlphaTauri,TSU,22,MEDIUM,3.0,3.0,02:16.707,00:41.577,01:0.793,00:34.337
2023,Bahrain,FP1,AlphaTauri,TSU,22,MEDIUM,4.0,4.0,01:37.485,00:30.928,00:42.106,00:24.451
2023,Bahrain,FP1,AlphaTauri,TSU,22,MEDIUM,5.0,5.0,02:24.369,00:45.528,01:5.500,00:33.341
2023,Bahrain,FP1,AlphaTauri,TSU,22,MEDIUM,6.0,6.0,02:14.959,00:47.429,00:59.024,00:28.506
2023,Bahrain,FP1,AlphaTauri,TSU,22,MEDIUM,7.0,7.0,01:36.985,00:30.690,00:42.079,00:24.216
2023,Bahrain,FP1,AlphaTauri,TSU,22,MEDIUM,8.0,8.0,02:20.477,00:42.476,01:4.106,00:33.895
2023,Bahrain,FP1,AlphaTauri,TSU,22,MEDIUM,9.0,9.0,02:15.513,00:43.195,01:1.309,00:31.009
2023,Bahrain,FP1,AlphaTauri,TSU,22,MEDIUM,10.0,10.0,01:36.763,00:30.672,00:41.828,00:24.263
2023,Bahrain,FP1,AlphaTauri,TSU,22,SOFT,2.0,13.0,01:35.015,00:30.075,00:41.132,00:23.808
2023,Bahrain,FP1,AlphaTauri,TSU,22,SOFT,4.0,15.0,02:19.680,00:47.374,01:3.167,00:29.139
2023,Bahrain,FP1,AlphaTauri,TSU,22,SOFT,5.0,16.0,01:35.305,00:30.280,00:41.082,00:23.943
2023,Bahrain,FP1,AlphaTauri,TSU,22,MEDIUM,13.0,19.0,02:15.056,00:38.967,00:56.831,00:39.258
2023,Bahrain,FP1,AlphaTauri,DEV,21,MEDIUM,2.0,2.0,01:37.839,00:30.995,00:42.307,00:24.537
2023,Bahrain,FP1,AlphaTauri,DEV,21,MEDIUM,3.0,3.0,02:23.967,00:42.313,01:5.276,00:36.378
2023,Bahrain,FP1,AlphaTauri,DEV,21,MEDIUM,4.0,4.0,01:57.759,00:31.005,00:54.473,00:32.281
2023,Bahrain,FP1,AlphaTauri,DEV,21,MEDIUM,5.0,5.0,02:23.426,00:42.313,01:3.339,00:37.774
2023,Bahrain,FP1,AlphaTauri,DEV,21,MEDIUM,6.0,6.0,01:37.493,00:30.998,00:42.263,00:24.232
2023,Bahrain,FP1,AlphaTauri,DEV,21,MEDIUM,9.0,9.0,01:59.136,00:30.745,00:58.244,00:30.147
2023,Bahrain,FP1,AlphaTauri,DEV,21,MEDIUM,10.0,10.0,01:39.023,00:30.861,00:42.282,00:25.880
2023,Bahrain,FP1,AlphaTauri,DEV,21,SOFT,2.0,13.0,01:35.402,00:30.314,00:41.419,00:23.669
2023,Bahrain,FP1,AlphaTauri,DEV,21,SOFT,3.0,14.0,02:18.107,00:43.749,01:2.227,00:32.131
2023,Bahrain,FP1,AlphaTauri,DEV,21,SOFT,4.0,15.0,02:2.827,00:42.085,00:54.244,00:26.498
2023,Bahrain,FP1,AlphaTauri,DEV,21,SOFT,5.0,16.0,01:36.048,00:30.365,00:41.674,00:24.009
2023,Bahrain,FP1,AlphaTauri,DEV,21,MEDIUM,13.0,20.0,01:40.303,00:31.919,00:43.551,00:24.833
2023,Bahrain,FP1,AlphaTauri,DEV,21,MEDIUM,14.0,21.0,01:40.309,00:31.887,00:43.666,00:24.756
2023,Bahrain,FP1,AlphaTauri,DEV,21,MEDIUM,15.0,22.0,01:41.732,00:32.482,00:44.310,00:24.940
2023,Bahrain,FP1,AlphaTauri,DEV,21,MEDIUM,16.0,23.0,01:41.007,00:32.057,00:43.826,00:25.124
2023,Bahrain,FP1,AlphaTauri,DEV,21,MEDIUM,17.0,24.0,02:8.315,00:33.799,00:51.366,00:43.150
2023,Bahrain,FP1,Haas F1 Team,MAG,20,SOFT,3.0,3.0,01:35.420,00:30.309,00:41.274,00:23.837
2023,Bahrain,FP1,Haas F1 Team,MAG,20,SOFT,4.0,4.0,01:38.566,00:31.209,00:43.013,00:24.344
2023,Bahrain,FP1,Haas F1 Team,MAG,20,SOFT,5.0,5.0,01:38.735,00:31.373,00:43.027,00:24.335
2023,Bahrain,FP1,Haas F1 Team,MAG,20,SOFT,6.0,6.0,01:38.522,00:31.551,00:42.824,00:24.147
2023,Bahrain,FP1,Haas F1 Team,MAG,20,SOFT,7.0,7.0,01:38.979,00:31.640,00:42.953,00:24.386
2023,Bahrain,FP1,Haas F1 Team,MAG,20,SOFT,8.0,8.0,01:38.528,00:31.503,00:42.574,00:24.451
2023,Bahrain,FP1,Haas F1 Team,MAG,20,SOFT,2.0,11.0,01:34.402,00:30.013,00:40.746,00:23.643
2023,Bahrain,FP1,Haas F1 Team,MAG,20,SOFT,3.0,12.0,01:37.574,00:31.138,00:42.294,00:24.142
2023,Bahrain,FP1,Haas F1 Team,MAG,20,SOFT,4.0,13.0,01:38.256,00:31.442,00:42.464,00:24.350
2023,Bahrain,FP1,Haas F1 Team,MAG,20,SOFT,5.0,14.0,01:37.869,00:31.347,00:42.417,00:24.105
2023,Bahrain,FP1,Haas F1 Team,MAG,20,SOFT,6.0,15.0,01:38.371,00:31.377,00:42.709,00:24.285
2023,Bahrain,FP1,Haas F1 Team,MAG,20,SOFT,7.0,16.0,01:39.033,00:31.495,00:42.866,00:24.672
2023,Bahrain,FP1,Haas F1 Team,MAG,20,SOFT,8.0,17.0,01:39.062,00:31.549,00:42.968,00:24.545
2023,Bahrain,FP1,Haas F1 Team,MAG,20,SOFT,9.0,18.0,01:39.398,00:31.734,00:43.015,00:24.649
2023,Bahrain,FP1,Haas F1 Team,MAG,20,SOFT,10.0,19.0,02:8.497,00:37.390,00:54.106,00:37.001
2023,Bahrain,FP1,Aston Martin,STR,18,MEDIUM,4.0,4.0,01:37.519,00:31.049,00:42.023,00:24.447
2023,Bahrain,FP1,Aston Martin,STR,18,MEDIUM,5.0,5.0,02:8.043,00:41.614,00:58.349,00:28.080
2023,Bahrain,FP1,Aston Martin,STR,18,MEDIUM,6.0,6.0,01:36.174,00:30.384,00:41.938,00:23.852
2023,Bahrain,FP1,Aston Martin,STR,18,MEDIUM,7.0,7.0,02:25.942,00:49.082,01:7.948,00:28.912
2023,Bahrain,FP1,Aston Martin,STR,18,MEDIUM,8.0,8.0,01:49.441,00:34.892,00:48.218,00:26.331
2023,Bahrain,FP1,Aston Martin,STR,18,MEDIUM,9.0,9.0,01:35.589,00:30.458,00:41.386,00:23.745
2023,Bahrain,FP1,Aston Martin,STR,18,SOFT,2.0,12.0,01:34.298,00:29.940,00:40.805,00:23.553
2023,Bahrain,FP1,Aston Martin,STR,18,SOFT,5.0,15.0,01:34.426,00:29.995,00:40.742,00:23.689
2023,Bahrain,FP1,Aston Martin,STR,18,SOFT,6.0,16.0,02:24.549,00:43.183,00:57.632,00:43.734
2023,Bahrain,FP1,Ferrari,LEC,16,MEDIUM,2.0,2.0,01:37.694,00:31.382,00:42.090,00:24.222
2023,Bahrain,FP1,Ferrari,LEC,16,MEDIUM,4.0,4.0,01:36.335,00:30.883,00:41.351,00:24.101
2023,Bahrain,FP1,Ferrari,LEC,16,MEDIUM,7.0,7.0,01:35.991,00:30.638,00:41.406,00:23.947
2023,Bahrain,FP1,Ferrari,LEC,16,MEDIUM,2.0,10.0,01:34.257,00:30.083,00:40.519,00:23.655
2023,Bahrain,FP1,Ferrari,LEC,16,MEDIUM,7.0,15.0,01:39.070,00:31.593,00:42.964,00:24.513
2023,Bahrain,FP1,Ferrari,LEC,16,MEDIUM,8.0,16.0,01:54.756,00:31.755,00:43.116,00:39.885
2023,Bahrain,FP1,Aston Martin,ALO,14,MEDIUM,2.0,2.0,01:35.048,00:30.462,00:40.896,00:23.690
2023,Bahrain,FP1,Aston Martin,ALO,14,MEDIUM,3.0,3.0,02:10.847,00:38.218,01:1.227,00:31.402
2023,Bahrain,FP1,Aston Martin,ALO,14,MEDIUM,4.0,4.0,01:35.375,00:30.239,00:40.943,00:24.193
2023,Bahrain,FP1,Aston Martin,ALO,14,MEDIUM,5.0,5.0,02:20.868,00:43.517,01:2.149,00:35.202
2023,Bahrain,FP1,Aston Martin,ALO,14,MEDIUM,6.0,6.0,01:34.867,00:30.309,00:40.789,00:23.769
2023,Bahrain,FP1,Aston Martin,ALO,14,MEDIUM,9.0,9.0,01:36.006,00:30.368,00:41.514,00:24.124
2023,Bahrain,FP1,Aston Martin,ALO,14,MEDIUM,10.0,10.0,01:59.789,00:38.873,00:53.448,00:27.468
2023,Bahrain,FP1,Aston Martin,ALO,14,MEDIUM,11.0,11.0,01:35.301,00:30.380,00:41.084,00:23.837
2023,Bahrain,FP1,Aston Martin,ALO,14,MEDIUM,12.0,12.0,02:15.280,00:38.431,01:5.800,00:31.049
2023,Bahrain,FP1,Aston Martin,ALO,14,MEDIUM,13.0,13.0,01:35.752,00:30.403,00:41.299,00:24.050
2023,Bahrain,FP1,Aston Martin,ALO,14,SOFT,2.0,16.0,01:33.196,00:29.654,00:40.156,00:23.386
2023,Bahrain,FP1,Aston Martin,ALO,14,SOFT,3.0,17.0,02:9.389,00:42.675,00:57.925,00:28.789
2023,Bahrain,FP1,Aston Martin,ALO,14,SOFT,4.0,18.0,02:4.854,00:41.267,00:56.152,00:27.435
2023,Bahrain,FP1,Aston Martin,ALO,14,SOFT,7.0,21.0,02:2.941,00:34.826,00:47.841,00:40.274
2023,Bahrain,FP1,Red Bull Racing,PER,11,MEDIUM,2.0,2.0,01:35.069,00:30.160,00:40.864,00:24.045
2023,Bahrain,FP1,Red Bull Racing,PER,11,MEDIUM,5.0,5.0,01:34.343,00:30.039,00:40.691,00:23.613
2023,Bahrain,FP1,Red Bull Racing,PER,11,SOFT,2.0,8.0,01:32.758,00:29.561,00:39.913,00:23.284
2023,Bahrain,FP1,Red Bull Racing,PER,11,SOFT,5.0,11.0,01:37.679,00:31.346,00:42.310,00:24.023
2023,Bahrain,FP1,Red Bull Racing,PER,11,SOFT,6.0,12.0,01:38.037,00:31.249,00:42.447,00:24.341
2023,Bahrain,FP1,Red Bull Racing,PER,11,SOFT,7.0,13.0,01:38.999,00:31.596,00:42.985,00:24.418
2023,Bahrain,FP1,Red Bull Racing,PER,11,SOFT,8.0,14.0,01:39.527,00:31.478,00:43.195,00:24.854
2023,Bahrain,FP1,Red Bull Racing,PER,11,SOFT,9.0,15.0,01:39.870,00:32.177,00:43.210,00:24.483
2023,Bahrain,FP1,Red Bull Racing,PER,11,SOFT,10.0,16.0,01:38.647,00:31.478,00:42.790,00:24.379
2023,Bahrain,FP1,Red Bull Racing,PER,11,SOFT,11.0,17.0,01:38.597,00:31.523,00:42.623,00:24.451
2023,Bahrain,FP1,Red Bull Racing,PER,11,SOFT,12.0,18.0,01:42.775,00:31.361,00:42.676,00:28.738
2023,Bahrain,FP1,Red Bull Racing,PER,11,SOFT,13.0,19.0,01:37.834,00:31.205,00:42.253,00:24.376
2023,Bahrain,FP1,Alpine,GAS,10,MEDIUM,2.0,2.0,01:35.840,00:30.422,00:41.541,00:23.877
2023,Bahrain,FP1,Alpine,GAS,10,MEDIUM,3.0,3.0,02:27.464,00:47.597,01:6.812,00:33.055
2023,Bahrain,FP1,Alpine,GAS,10,MEDIUM,4.0,4.0,01:36.145,00:30.552,00:41.550,00:24.043
2023,Bahrain,FP1,Alpine,GAS,10,MEDIUM,5.0,5.0,02:25.271,00:46.649,01:8.723,00:29.899
2023,Bahrain,FP1,Alpine,GAS,10,MEDIUM,6.0,6.0,01:35.671,00:30.404,00:41.408,00:23.859
2023,Bahrain,FP1,Alpine,GAS,10,MEDIUM,9.0,9.0,01:36.120,00:30.609,00:41.648,00:23.863
2023,Bahrain,FP1,Alpine,GAS,10,MEDIUM,10.0,10.0,02:19.275,00:51.783,01:1.470,00:26.022
2023,Bahrain,FP1,Alpine,GAS,10,MEDIUM,11.0,11.0,01:36.421,00:30.782,00:41.672,00:23.967
2023,Bahrain,FP1,Alpine,GAS,10,MEDIUM,12.0,12.0,02:21.284,00:49.296,01:2.697,00:29.291
2023,Bahrain,FP1,Alpine,GAS,10,MEDIUM,13.0,13.0,01:36.390,00:30.624,00:41.737,00:24.029
2023,Bahrain,FP1,Alpine,GAS,10,MEDIUM,2.0,16.0,01:35.455,00:30.422,00:41.200,00:23.833
2023,Bahrain,FP1,Alpine,GAS,10,MEDIUM,3.0,17.0,02:16.139,00:50.936,00:59.998,00:25.205
2023,Bahrain,FP1,Alpine,GAS,10,MEDIUM,4.0,18.0,01:36.364,00:30.417,00:41.710,00:24.237
2023,Bahrain,FP1,Alpine,GAS,10,MEDIUM,6.0,20.0,01:36.474,00:30.456,00:42.059,00:23.959
2023,Bahrain,FP1,Alpine,GAS,10,MEDIUM,7.0,21.0,02:14.420,00:39.932,00:53.223,00:41.265
2023,Bahrain,FP1,McLaren,NOR,4,MEDIUM,2.0,2.0,01:37.462,00:30.880,00:42.015,00:24.567
2023,Bahrain,FP1,McLaren,NOR,4,MEDIUM,3.0,3.0,02:25.407,00:54.971,01:0.953,00:29.483
2023,Bahrain,FP1,McLaren,NOR,4,MEDIUM,4.0,4.0,01:36.488,00:30.765,00:41.639,00:24.084
2023,Bahrain,FP1,McLaren,NOR,4,MEDIUM,7.0,7.0,01:38.897,00:30.494,00:41.458,00:26.945
2023,Bahrain,FP1,McLaren,NOR,4,SOFT,2.0,10.0,02:9.121,00:41.408,00:59.842,00:27.871
2023,Bahrain,FP1,McLaren,NOR,4,SOFT,3.0,11.0,01:34.165,00:29.958,00:40.579,00:23.628
2023,Bahrain,FP1,McLaren,NOR,4,SOFT,6.0,14.0,01:39.804,00:31.464,00:43.675,00:24.665
2023,Bahrain,FP1,McLaren,NOR,4,SOFT,7.0,15.0,01:39.950,00:31.612,00:43.816,00:24.522
2023,Bahrain,FP1,McLaren,NOR,4,SOFT,8.0,16.0,01:40.376,00:31.751,00:43.961,00:24.664
2023,Bahrain,FP1,McLaren,NOR,4,SOFT,9.0,17.0,01:39.696,00:31.629,00:43.309,00:24.758
2023,Bahrain,FP1,McLaren,NOR,4,SOFT,10.0,18.0,01:39.742,00:31.408,00:43.501,00:24.833
2023,Bahrain,FP1,McLaren,NOR,4,SOFT,11.0,19.0,01:39.503,00:31.563,00:43.225,00:24.715
2023,Bahrain,FP1,McLaren,NOR,4,SOFT,12.0,20.0,02:4.708,00:31.768,00:52.744,00:40.196
2023,Bahrain,FP1,Williams,SAR,2,HARD,3.0,3.0,01:36.507,00:30.996,00:41.726,00:23.785
2023,Bahrain,FP1,Williams,SAR,2,HARD,4.0,4.0,02:8.672,00:40.236,00:57.014,00:31.422
2023,Bahrain,FP1,Williams,SAR,2,HARD,5.0,5.0,01:36.102,00:30.495,00:41.775,00:23.832
2023,Bahrain,FP1,Williams,SAR,2,HARD,6.0,6.0,02:15.353,00:42.365,01:1.422,00:31.566
2023,Bahrain,FP1,Williams,SAR,2,HARD,7.0,7.0,01:36.159,00:30.379,00:41.744,00:24.036
2023,Bahrain,FP1,Williams,SAR,2,MEDIUM,2.0,10.0,01:35.749,00:30.404,00:41.477,00:23.868
2023,Bahrain,FP1,Williams,SAR,2,MEDIUM,3.0,11.0,02:18.895,00:43.082,01:5.035,00:30.778
2023,Bahrain,FP1,Williams,SAR,2,MEDIUM,4.0,12.0,01:35.984,00:30.408,00:41.632,00:23.944
2023,Bahrain,FP1,Williams,SAR,2,HARD,10.0,15.0,01:39.347,00:31.523,00:43.424,00:24.400
2023,Bahrain,FP1,Williams,SAR,2,HARD,11.0,16.0,01:39.926,00:31.666,00:43.614,00:24.646
2023,Bahrain,FP1,Williams,SAR,2,HARD,12.0,17.0,01:39.984,00:31.773,00:43.608,00:24.603
2023,Bahrain,FP1,Williams,SAR,2,HARD,13.0,18.0,01:40.198,00:31.635,00:43.887,00:24.676
2023,Bahrain,FP1,Williams,SAR,2,HARD,14.0,19.0,01:39.963,00:31.695,00:43.651,00:24.617
2023,Bahrain,FP1,Williams,SAR,2,HARD,15.0,20.0,01:40.484,00:31.794,00:43.941,00:24.749
2023,Bahrain,FP1,Williams,SAR,2,HARD,16.0,21.0,01:40.262,00:31.765,00:43.801,00:24.696
2023,Bahrain,FP1,Williams,SAR,2,HARD,17.0,22.0,01:40.255,00:31.723,00:43.707,00:24.825
